age,work-class,occupation,sex,hours-pw,income-level
43, Private, Craft-repair, Male,40, <=50K
25, Private, Exec-managerial, Male,45, <=50K
43, Private, Transport-moving, Male,60, >50K
25, Private, Exec-managerial, Female,20, <=50K
59, Private, Prof-specialty, Male,60, <=50K
29, Private, Prof-specialty, Female,35, <=50K
30, Private, Machine-op-inspct, Female,40, <=50K
24, Private, Machine-op-inspct, Female,40, <=50K
38, Private, Other-service, Male,40, <=50K
37, Self-emp-not-inc, Exec-managerial, Male,60, >50K
26, Private, Machine-op-inspct, Male,40, <=50K
30, Private, Other-service, Female,40, <=50K
73, Local-gov, Prof-specialty, Male,10, >50K
30, Private, Machine-op-inspct, Male,40, <=50K
33, Private, Other-service, Male,40, <=50K
46, Private, Transport-moving, Male,58, <=50K
18, Private, Other-service, Male,40, <=50K
35, Private, Prof-specialty, Female,8, >50K
22, Private, Adm-clerical, Female,40, <=50K
50, Self-emp-inc, Sales, Male,60, <=50K
39, Self-emp-inc, Exec-managerial, Male,40, >50K
22, Private, Sales, Male,40, <=50K
33, Private, Adm-clerical, Female,40, <=50K
31, Private, Handlers-cleaners, Female,40, <=50K
29, Private, Adm-clerical, Male,40, <=50K
38, Self-emp-not-inc, Machine-op-inspct, Male,45, >50K
24, Private, Sales, Female,35, <=50K
29, Local-gov, Protective-serv, Female,40, <=50K
49, Federal-gov, Adm-clerical, Male,40, >50K
33, Private, Machine-op-inspct, Male,40, <=50K
28, Private, Machine-op-inspct, Male,48, <=50K
22, Private, Adm-clerical, Female,60, <=50K
37, Private, Machine-op-inspct, Male,40, <=50K
30, Private, Craft-repair, Male,50, <=50K
49, Private, Craft-repair, Male,40, <=50K
29, Private, Exec-managerial, Male,40, <=50K
25, Private, Exec-managerial, Female,40, <=50K
36, Private, Adm-clerical, Female,40, <=50K
36, State-gov, Prof-specialty, Male,45, <=50K
21, Private, Other-service, Male,22, <=50K
18, Private, Other-service, Female,30, <=50K
30, Local-gov, Protective-serv, Male,40, <=50K
44, Private, Adm-clerical, Female,40, <=50K
40, Private, Transport-moving, Male,50, <=50K
43, Private, Exec-managerial, Male,44, <=50K
45, Private, Exec-managerial, Male,50, >50K
29, Private, Sales, Female,26, <=50K
40, Private, Adm-clerical, Female,40, <=50K
43, Private, Other-service, Male,48, <=50K
20, Private, Other-service, Female,20, <=50K
32, State-gov, Tech-support, Male,20, <=50K
19, Private, Other-service, Female,16, <=50K
21, Private, Machine-op-inspct, Male,40, <=50K
23, Private, Handlers-cleaners, Male,40, <=50K
24, Private, Other-service, Female,40, <=50K
52, Private, Other-service, Male,32, <=50K
19, Private, Other-service, Male,35, <=50K
54, Private, Sales, Male,45, >50K
50, Private, Machine-op-inspct, Female,48, <=50K
29, Private, Machine-op-inspct, Male,40, <=50K
17, Private, Tech-support, Male,10, <=50K
47, Private, Other-service, Female,37, <=50K
46, Private, Prof-specialty, Female,32, <=50K
30, Private, Handlers-cleaners, Male,44, <=50K
58, Private, Other-service, Female,30, <=50K
48, Private, Prof-specialty, Female,40, <=50K
23, Private, Protective-serv, Male,40, <=50K
23, Private, Adm-clerical, Female,36, <=50K
45, Private, Craft-repair, Male,40, <=50K
20, Private, Sales, Male,20, <=50K
26, Private, Machine-op-inspct, Male,48, <=50K
50, Local-gov, Prof-specialty, Female,40, >50K
49, Private, Sales, Male,48, >50K
26, Private, Other-service, Male,40, <=50K
47, Private, Adm-clerical, Male,40, <=50K
31, Private, Sales, Male,50, <=50K
23, Private, Other-service, Male,40, <=50K
35, Private, Craft-repair, Male,40, <=50K
46, Private, Craft-repair, Male,50, >50K
28, Self-emp-not-inc, Craft-repair, Male,40, <=50K
58, Private, Exec-managerial, Male,45, >50K
21, Private, Adm-clerical, Female,40, <=50K
50, Self-emp-not-inc, Sales, Female,50, <=50K
31, Private, Prof-specialty, Female,40, <=50K
31, Self-emp-not-inc, Adm-clerical, Female,20, <=50K
35, Self-emp-not-inc, Craft-repair, Male,40, >50K
33, Private, Prof-specialty, Male,60, >50K
34, Private, Prof-specialty, Male,55, >50K
37, Private, Handlers-cleaners, Male,45, >50K
48, Private, Prof-specialty, Male,40, >50K
34, Federal-gov, Exec-managerial, Male,40, <=50K
24, Private, Exec-managerial, Male,40, <=50K
55, Private, Priv-house-serv, Female,40, <=50K
50, Private, Tech-support, Male,40, >50K
40, Private, Sales, Male,60, >50K
33, Private, Handlers-cleaners, Male,30, <=50K
51, Federal-gov, Craft-repair, Male,40, <=50K
30, Private, Machine-op-inspct, Male,40, <=50K
41, Private, Machine-op-inspct, Male,40, <=50K
47, Local-gov, Exec-managerial, Male,40, >50K
27, Private, Farming-fishing, Male,50, <=50K
37, Private, Prof-specialty, Female,32, >50K
40, Private, Craft-repair, Male,40, <=50K
36, Private, Machine-op-inspct, Male,40, <=50K
37, Private, Machine-op-inspct, Male,40, <=50K
38, Private, Prof-specialty, Male,35, >50K
40, Self-emp-not-inc, Craft-repair, Male,50, <=50K
35, Private, Exec-managerial, Female,40, <=50K
47, Self-emp-not-inc, Machine-op-inspct, Female,20, >50K
33, Private, Prof-specialty, Male,45, >50K
45, Private, Adm-clerical, Female,40, <=50K
35, Self-emp-not-inc, Sales, Female,38, <=50K
32, Private, Adm-clerical, Male,45, <=50K
23, Private, Other-service, Male,50, <=50K
19, Private, Other-service, Female,15, <=50K
20, Private, Handlers-cleaners, Male,35, <=50K
44, Self-emp-inc, Sales, Male,30, <=50K
41, State-gov, Adm-clerical, Male,40, <=50K
19, Private, Adm-clerical, Female,40, <=50K
48, Private, Other-service, Female,35, <=50K
45, Private, Sales, Male,65, >50K
40, Private, Other-service, Male,42, <=50K
34, Private, Craft-repair, Male,55, >50K
20, Private, Sales, Female,40, <=50K
33, Private, Adm-clerical, Female,40, <=50K
30, Private, Adm-clerical, Female,20, <=50K
23, Private, Handlers-cleaners, Male,32, <=50K
34, Private, Other-service, Female,38, <=50K
48, State-gov, Craft-repair, Male,40, >50K
42, Private, Craft-repair, Male,40, >50K
22, Private, Adm-clerical, Male,40, <=50K
60, Self-emp-not-inc, Craft-repair, Male,42, >50K
42, Private, Exec-managerial, Male,55, >50K
45, Private, Exec-managerial, Female,55, <=50K
47, Private, Other-service, Female,32, <=50K
29, Private, Exec-managerial, Female,40, >50K
34, Private, Sales, Male,38, <=50K
34, Private, Prof-specialty, Female,40, >50K
39, Federal-gov, Adm-clerical, Male,40, <=50K
29, Private, Prof-specialty, Female,24, <=50K
42, Self-emp-inc, Sales, Male,60, <=50K
48, Private, Other-service, Female,35, <=50K
53, Private, Exec-managerial, Male,40, >50K
51, Private, Adm-clerical, Female,45, <=50K
44, Self-emp-not-inc, Farming-fishing, Male,90, <=50K
46, Self-emp-inc, Exec-managerial, Male,60, >50K
51, Private, Craft-repair, Female,60, >50K
32, Private, Craft-repair, Female,40, <=50K
24, Private, Other-service, Male,45, <=50K
33, Private, Prof-specialty, Female,26, <=50K
47, Self-emp-not-inc, Craft-repair, Male,90, <=50K
64, Self-emp-not-inc, Prof-specialty, Male,50, <=50K
62, Private, Exec-managerial, Male,50, >50K
52, Private, Exec-managerial, Male,40, >50K
39, Private, Sales, Female,40, <=50K
42, Private, Prof-specialty, Male,48, <=50K
38, Federal-gov, Sales, Male,42, >50K
55, Private, Transport-moving, Male,50, <=50K
42, Private, Prof-specialty, Female,24, <=50K
30, Private, Exec-managerial, Female,50, >50K
32, Private, Craft-repair, Male,40, <=50K
50, Federal-gov, Sales, Female,40, <=50K
27, Private, Machine-op-inspct, Male,40, <=50K
47, Private, Exec-managerial, Male,60, <=50K
33, Private, Machine-op-inspct, Male,35, <=50K
48, Self-emp-not-inc, Adm-clerical, Male,40, <=50K
23, Private, Other-service, Male,35, <=50K
31, Federal-gov, Exec-managerial, Male,40, >50K
26, Private, Machine-op-inspct, Male,40, <=50K
61, Self-emp-not-inc, Sales, Male,63, <=50K
50, Private, Sales, Male,40, <=50K
49, Private, Prof-specialty, Male,40, >50K
19, Private, Other-service, Male,24, <=50K
18, Private, Handlers-cleaners, Male,15, <=50K
44, Self-emp-not-inc, Other-service, Female,99, <=50K
54, Private, Sales, Male,50, <=50K
35, State-gov, Protective-serv, Male,40, >50K
27, State-gov, Prof-specialty, Male,20, <=50K
50, Self-emp-inc, Farming-fishing, Male,50, <=50K
43, State-gov, Craft-repair, Male,40, <=50K
28, Private, Adm-clerical, Male,40, <=50K
47, Private, Exec-managerial, Male,40, <=50K
21, Private, Farming-fishing, Male,50, <=50K
30, Private, Prof-specialty, Female,45, <=50K
19, Private, Craft-repair, Male,45, <=50K
40, Private, Other-service, Male,40, <=50K
55, Private, Sales, Male,50, >50K
31, Private, Machine-op-inspct, Male,43, <=50K
30, Private, Exec-managerial, Male,40, <=50K
51, Federal-gov, Prof-specialty, Female,43, <=50K
34, Private, Transport-moving, Female,40, <=50K
59, Private, Exec-managerial, Male,45, >50K
50, Private, Exec-managerial, Female,38, <=50K
29, Private, Machine-op-inspct, Male,40, <=50K
17, State-gov, Farming-fishing, Male,40, <=50K
24, Private, Other-service, Female,30, <=50K
39, Private, Prof-specialty, Female,18, >50K
32, Private, Handlers-cleaners, Male,40, <=50K
34, Private, Machine-op-inspct, Female,45, <=50K
44, Self-emp-not-inc, Prof-specialty, Male,40, >50K
37, Local-gov, Adm-clerical, Female,40, <=50K
39, Private, Exec-managerial, Female,65, >50K
32, Self-emp-inc, Prof-specialty, Male,40, >50K
23, Private, Other-service, Female,28, <=50K
45, Federal-gov, Adm-clerical, Male,42, <=50K
30, Private, Handlers-cleaners, Male,40, <=50K
20, Private, Other-service, Female,10, <=50K
41, Private, Craft-repair, Male,4, <=50K
21, Private, Sales, Female,30, <=50K
48, Private, Other-service, Male,30, <=50K
31, Private, Prof-specialty, Male,45, >50K
34, Private, Handlers-cleaners, Male,40, <=50K
25, Private, Other-service, Male,40, <=50K
41, Self-emp-not-inc, Craft-repair, Male,35, <=50K
35, Self-emp-not-inc, Prof-specialty, Male,50, >50K
42, Private, Exec-managerial, Female,40, <=50K
34, Self-emp-not-inc, Transport-moving, Male,75, >50K
44, Private, Machine-op-inspct, Male,60, <=50K
32, Private, Exec-managerial, Male,40, >50K
25, Private, Sales, Male,40, <=50K
23, Private, Transport-moving, Male,50, <=50K
36, Private, Prof-specialty, Male,40, >50K
53, Self-emp-not-inc, Sales, Male,60, >50K
27, Private, Prof-specialty, Male,52, <=50K
27, Private, Adm-clerical, Female,65, <=50K
57, Private, Exec-managerial, Female,45, <=50K
17, Private, Sales, Female,20, <=50K
59, Local-gov, Adm-clerical, Female,38, <=50K
34, Private, Other-service, Female,40, <=50K
30, Private, Transport-moving, Male,55, <=50K
31, State-gov, Adm-clerical, Female,45, <=50K
23, Private, Sales, Male,30, <=50K
19, Private, Transport-moving, Male,40, <=50K
20, Self-emp-not-inc, Farming-fishing, Male,40, <=50K
52, Self-emp-not-inc, Sales, Male,40, <=50K
39, Local-gov, Prof-specialty, Male,50, >50K
27, Private, Other-service, Female,50, <=50K
19, Private, Sales, Female,35, <=50K
38, Local-gov, Prof-specialty, Female,15, <=50K
19, Private, Handlers-cleaners, Male,16, <=50K
34, Private, Prof-specialty, Female,40, >50K
41, Private, Transport-moving, Male,45, <=50K
23, Private, Machine-op-inspct, Female,40, <=50K
24, Private, Adm-clerical, Female,40, <=50K
22, Private, Transport-moving, Male,84, <=50K
45, Private, Prof-specialty, Male,60, >50K
45, Private, Exec-managerial, Male,60, >50K
48, Private, Exec-managerial, Male,40, >50K
42, Private, Sales, Male,60, <=50K
35, Self-emp-not-inc, Sales, Male,50, <=50K
32, Private, Other-service, Female,40, <=50K
51, Local-gov, Exec-managerial, Female,32, <=50K
59, Private, Exec-managerial, Male,40, >50K
31, Local-gov, Transport-moving, Male,40, <=50K
27, Local-gov, Tech-support, Male,50, <=50K
29, Private, Handlers-cleaners, Male,80, >50K
57, Private, Adm-clerical, Female,35, <=50K
40, Private, Other-service, Male,40, <=50K
31, Private, Machine-op-inspct, Male,40, <=50K
23, Private, Machine-op-inspct, Male,40, <=50K
42, Private, Adm-clerical, Female,35, <=50K
60, Private, Sales, Male,40, <=50K
53, Local-gov, Exec-managerial, Female,50, >50K
27, Private, Handlers-cleaners, Male,40, <=50K
31, Private, Transport-moving, Male,45, <=50K
29, State-gov, Craft-repair, Male,40, <=50K
22, Private, Farming-fishing, Male,40, <=50K
42, Private, Prof-specialty, Female,38, >50K
63, Self-emp-inc, Prof-specialty, Male,50, >50K
28, Private, Sales, Male,40, <=50K
79, Private, Adm-clerical, Male,20, <=50K
39, Private, Craft-repair, Male,40, >50K
29, Private, Other-service, Male,40, <=50K
60, Private, Other-service, Male,40, <=50K
58, Private, Other-service, Female,24, <=50K
20, Private, Other-service, Female,18, <=50K
44, Private, Transport-moving, Male,65, >50K
47, Private, Transport-moving, Male,48, <=50K
59, Private, Protective-serv, Male,24, >50K
37, Private, Exec-managerial, Male,65, <=50K
21, Private, Machine-op-inspct, Male,40, <=50K
68, Private, Exec-managerial, Female,40, <=50K
43, Private, Adm-clerical, Male,40, <=50K
23, Private, Craft-repair, Female,33, <=50K
40, Local-gov, Adm-clerical, Female,35, <=50K
45, Self-emp-not-inc, Sales, Female,35, <=50K
22, Private, Tech-support, Male,40, <=50K
38, Private, Prof-specialty, Male,50, >50K
24, Private, Sales, Male,49, <=50K
23, Private, Sales, Female,40, <=50K
39, Federal-gov, Adm-clerical, Male,45, >50K
26, Private, Craft-repair, Male,40, <=50K
24, Private, Handlers-cleaners, Male,40, <=50K
22, Private, Adm-clerical, Male,25, <=50K
36, Private, Prof-specialty, Male,55, <=50K
20, Private, Priv-house-serv, Female,20, <=50K
18, Private, Other-service, Male,8, <=50K
38, Private, Exec-managerial, Male,40, >50K
43, Self-emp-inc, Farming-fishing, Male,35, <=50K
56, Private, Exec-managerial, Male,40, <=50K
42, Private, Exec-managerial, Male,40, >50K
35, Private, Exec-managerial, Male,50, >50K
31, Private, Adm-clerical, Female,45, <=50K
73, Private, Transport-moving, Male,20, <=50K
32, Private, Exec-managerial, Female,42, <=50K
37, Private, Exec-managerial, Male,45, >50K
66, Private, Handlers-cleaners, Male,10, <=50K
22, Private, Other-service, Female,35, <=50K
51, Private, Sales, Male,40, <=50K
31, Private, Other-service, Male,35, <=50K
65, Private, Adm-clerical, Female,59, <=50K
39, Private, Craft-repair, Female,45, <=50K
48, Private, Adm-clerical, Female,37, <=50K
20, Private, Other-service, Female,40, <=50K
48, Private, Sales, Male,50, >50K
29, Federal-gov, Prof-specialty, Male,80, <=50K
36, Self-emp-not-inc, Prof-specialty, Male,30, >50K
35, Self-emp-inc, Exec-managerial, Male,45, >50K
31, Private, Transport-moving, Male,40, >50K
48, State-gov, Protective-serv, Male,40, <=50K
36, Private, Tech-support, Male,45, <=50K
40, Self-emp-not-inc, Farming-fishing, Male,50, <=50K
57, Private, Prof-specialty, Male,15, <=50K
26, Local-gov, Prof-specialty, Female,35, <=50K
37, State-gov, Other-service, Female,40, <=50K
65, Private, Exec-managerial, Male,40, >50K
26, Self-emp-not-inc, Prof-specialty, Female,32, <=50K
42, Private, Tech-support, Male,40, <=50K
47, Private, Exec-managerial, Male,40, >50K
62, Private, Craft-repair, Male,40, <=50K
27, Private, Exec-managerial, Male,50, <=50K
76, Self-emp-not-inc, Sales, Male,8, <=50K
29, Private, Adm-clerical, Female,40, <=50K
29, Private, Transport-moving, Male,40, >50K
32, Private, Machine-op-inspct, Male,40, <=50K
22, Self-emp-inc, Craft-repair, Male,40, <=50K
30, Federal-gov, Adm-clerical, Female,50, <=50K
43, Local-gov, Adm-clerical, Female,40, <=50K
23, Private, Other-service, Male,20, <=50K
44, Federal-gov, Prof-specialty, Male,40, >50K
41, Private, Other-service, Male,40, <=50K
49, State-gov, Prof-specialty, Female,40, >50K
30, Private, Transport-moving, Male,45, >50K
23, Private, Handlers-cleaners, Male,35, <=50K
39, Private, Adm-clerical, Female,40, <=50K
32, Private, Sales, Male,60, >50K
50, Private, Craft-repair, Male,35, >50K
19, Private, Adm-clerical, Female,40, <=50K
35, Private, Sales, Male,52, >50K
23, Private, Craft-repair, Male,40, <=50K
25, Private, Craft-repair, Male,40, <=50K
40, Private, Sales, Female,40, <=50K
30, Private, Exec-managerial, Male,42, >50K
52, Private, Craft-repair, Male,40, >50K
49, Private, Machine-op-inspct, Male,60, <=50K
24, Private, Adm-clerical, Female,40, <=50K
46, Private, Exec-managerial, Male,40, >50K
39, Private, Sales, Male,50, >50K
45, Self-emp-not-inc, Exec-managerial, Male,50, >50K
62, Local-gov, Adm-clerical, Female,38, <=50K
43, Private, Prof-specialty, Male,50, >50K
45, Private, Machine-op-inspct, Female,40, <=50K
62, Self-emp-not-inc, Sales, Male,40, <=50K
48, Private, Handlers-cleaners, Male,40, <=50K
56, Private, Other-service, Female,40, <=50K
28, Private, Farming-fishing, Female,35, <=50K
23, Private, Craft-repair, Male,40, <=50K
43, Private, Other-service, Female,35, <=50K
26, Private, Craft-repair, Male,40, >50K
36, Private, Sales, Male,50, >50K
55, Local-gov, Prof-specialty, Female,60, <=50K
48, State-gov, Exec-managerial, Female,50, <=50K
43, Private, Machine-op-inspct, Female,72, <=50K
38, Private, Exec-managerial, Male,45, >50K
18, Private, Sales, Male,30, <=50K
56, Self-emp-not-inc, Exec-managerial, Male,70, <=50K
39, Self-emp-not-inc, Prof-specialty, Male,40, <=50K
46, Private, Handlers-cleaners, Male,50, <=50K
36, Private, Transport-moving, Male,65, <=50K
42, Self-emp-not-inc, Craft-repair, Male,40, <=50K
50, Private, Transport-moving, Male,50, >50K
17, Private, Handlers-cleaners, Male,20, <=50K
57, Private, Machine-op-inspct, Female,40, <=50K
73, Private, Other-service, Female,12, <=50K
50, Federal-gov, Adm-clerical, Male,40, <=50K
35, Private, Transport-moving, Male,45, <=50K
27, Private, Machine-op-inspct, Male,45, <=50K
27, Private, Craft-repair, Male,40, <=50K
23, Self-emp-not-inc, Craft-repair, Male,40, <=50K
25, Private, Adm-clerical, Female,40, <=50K
51, Private, Exec-managerial, Male,40, >50K
26, Private, Adm-clerical, Female,40, <=50K
47, Private, Adm-clerical, Male,45, <=50K
40, Private, Other-service, Male,40, <=50K
58, Private, Other-service, Female,40, <=50K
25, Private, Sales, Female,40, <=50K
29, Private, Sales, Female,18, <=50K
36, Private, Transport-moving, Male,43, <=50K
46, Private, Exec-managerial, Female,60, <=50K
69, Private, Priv-house-serv, Female,4, <=50K
69, Private, Adm-clerical, Female,40, <=50K
28, Private, Other-service, Female,40, <=50K
20, Private, Adm-clerical, Male,48, <=50K
54, State-gov, Adm-clerical, Female,35, <=50K
25, Private, Transport-moving, Male,40, <=50K
64, Local-gov, Handlers-cleaners, Male,40, <=50K
17, Private, Sales, Female,20, <=50K
53, Federal-gov, Adm-clerical, Male,40, <=50K
